id,zone,state,gender,age_category,age
5826,Central,Texas,M,,30
5827,Pacific,California,M,medium,43
5828,Central,Arkansas,F,medium,48
5829,Eastern,Massachusetts,F,young,23
5830,Mountain,New Mexico,M,medium,45
5831,Mountain,Colorado,M,medium,48
5832,Pacific,California,M,young,25
5833,Eastern,New Jersey,M,medium,44
5834,Eastern,Indiana,M,old,80
5835,Eastern,North Carolina,M,medium,33
5836,Eastern,Michigan,F,young,27
5837,Pacific,California,F,medium,51
5838,Eastern,Florida,F,medium,38
5839,Central,Iowa,M,young,20
5840,Mountain,Arizona,F,,30
5841,Mountain,Utah,M,medium,32
5842,Central,Nebraska,F,young,18
5843,Eastern,New York,F,young,22
5844,Pacific,Washington,M,medium,32
5845,Central,Arkansas,F,medium,45
5846,Eastern,Florida,F,medium,34
5847,Central,Iowa,M,medium,32
5848,Eastern,New Jersey,M,medium,34
5849,Mountain,Colorado,M,medium,36
5850,Eastern,Michigan,F,medium,55
5851,Central,Wisconsin,M,medium,44
5852,Eastern,Ohio,M,medium,34
5853,Central,Tennessee,F,young,28
5854,Central,Texas,F,medium,44
5855,Eastern,South Carolina,M,medium,43
5856,Eastern,Vermont,M,young,20
5857,Central,Tennessee,M,medium,49
5858,Central,Illinois,M,medium,58
5859,Mountain,Arizona,F,medium,52
5860,Central,Kansas,F,medium,47
5861,Central,Texas,F,medium,51
5862,Eastern,Connecticut,M,medium,51
5863,Eastern,New Jersey,F,medium,44
5864,Eastern,Rhode Island,M,medium,49
5865,Eastern,South Carolina,M,young,24
5866,Central,Texas,F,old,61
5867,Mountain,Colorado,F,young,28
5868,Central,Illinois,F,medium,39
5869,Central,Iowa,M,young,17
5870,Eastern,North Carolina,M,medium,42
5871,Eastern,Kentucky,F,medium,36
5872,Eastern,District of Columbia,F,medium,41
5873,Eastern,Georgia,F,old,79
5874,Pacific,Washington,M,young,26
5875,Central,Missouri,M,medium,45
5876,Central,Iowa,F,young,19
5877,Central,Texas,F,young,23
5878,Eastern,Georgia,M,medium,56
5879,Eastern,New York,F,young,20
5880,Eastern,Connecticut,M,young,27
5881,Eastern,Pennsylvania,M,young,21
5882,Eastern,Ohio,M,medium,43
5883,Pacific,Oregon,M,young,22
5884,Eastern,Ohio,F,young,27
5885,Central,Iowa,M,medium,38
5886,Eastern,Massachusetts,F,,30
5887,Mountain,Utah,M,medium,58
5888,Central,Tennessee,M,medium,39
5889,Eastern,Pennsylvania,F,medium,48
5890,Eastern,Pennsylvania,M,young,29
5891,Eastern,Indiana,M,medium,36
5892,Central,Oklahoma,F,young,28
5893,Eastern,New York,M,medium,56
5894,Eastern,Ohio,F,medium,50
5895,Eastern,Maryland,M,old,61
5896,Eastern,Connecticut,M,,30
5897,Eastern,Pennsylvania,M,medium,31
5898,Central,Illinois,M,,30
5899,Central,Texas,F,medium,32
5900,Eastern,Indiana,M,medium,33
5901,Central,Oklahoma,M,medium,42
5902,Central,Missouri,M,medium,48
5903,Mountain,Arizona,M,medium,46
5904,Eastern,Florida,M,,30
5905,Mountain,Idaho,M,young,28
5906,Mountain,Montana,F,young,22
5907,Eastern,New York,M,medium,31
5908,Pacific,California,M,,30
5909,Eastern,Maryland,M,medium,46
5910,Central,Alabama,F,medium,31
5911,Eastern,Pennsylvania,M,medium,44
5912,Eastern,Florida,F,medium,50
5913,Eastern,New Jersey,M,medium,35
5914,Eastern,New Jersey,M,medium,36
5915,Mountain,Idaho,F,young,28
5916,Eastern,Pennsylvania,F,medium,39
5917,Pacific,California,F,young,29
5918,Eastern,Michigan,M,medium,47
5919,Central,Mississippi,F,medium,34
5920,Eastern,Pennsylvania,M,medium,59
5921,Eastern,New Jersey,M,medium,52
5922,Eastern,New York,F,medium,40
5923,Eastern,Ohio,F,young,29
5924,Mountain,Montana,F,old,72
5925,Pacific,California,M,medium,33
5926,Eastern,Maryland,M,medium,42
5927,Mountain,Arizona,M,medium,44
5928,Central,Louisiana,F,medium,51
5929,Central,Tennessee,M,medium,50
5930,Central,Tennessee,M,young,20
5931,Mountain,Arizona,F,medium,37
5932,Eastern,Kentucky,F,medium,47
5933,Eastern,New Hampshire,M,young,26
5934,Central,Illinois,M,medium,50
5935,Central,Arkansas,F,medium,39
5936,Mountain,Wyoming,F,medium,60
5937,Central,Texas,M,young,22
5938,Central,Minnesota,F,medium,58
5939,Eastern,New Jersey,F,medium,42
5940,Eastern,Florida,M,young,20
5941,Central,North Dakota,F,medium,56
5942,Eastern,North Carolina,F,young,18
5943,Mountain,Colorado,M,medium,60
5944,Central,Texas,F,medium,31
5945,Pacific,California,F,medium,51
5946,Mountain,Arizona,M,medium,50
5947,Eastern,New York,F,medium,54
5948,Mountain,Utah,F,medium,36
5949,Eastern,Michigan,M,medium,53
5950,Central,Illinois,M,medium,33
5951,Pacific,Washington,M,medium,33
5952,Eastern,Connecticut,M,medium,32
5953,Central,Missouri,M,medium,55
5954,Eastern,Michigan,F,medium,35
5955,Eastern,Massachusetts,M,medium,42
5956,Pacific,California,F,medium,50
5957,Central,Louisiana,F,medium,41
5958,Central,Texas,M,medium,34
5959,Eastern,Virginia,M,young,18
5960,Eastern,Kentucky,F,medium,45
5961,Mountain,Arizona,F,medium,32
5962,Eastern,New Jersey,M,medium,57
5963,Central,Texas,F,medium,40
5964,Eastern,Ohio,M,young,24
5965,Eastern,Pennsylvania,M,medium,60
5966,Eastern,New York,M,medium,59
5967,Eastern,North Carolina,F,medium,43
5968,Eastern,Virginia,F,medium,35
5969,Central,Louisiana,M,medium,54
5970,Eastern,Massachusetts,M,young,27
5971,Central,Mississippi,M,medium,46
5972,Central,Wisconsin,F,young,19
5973,Mountain,Wyoming,M,medium,47
5974,Eastern,Michigan,F,medium,37
5975,Central,Texas,M,medium,40
5976,Central,Nebraska,M,young,25
5977,Eastern,New Jersey,F,medium,60
5978,Eastern,Florida,M,medium,45
5979,Eastern,Ohio,M,medium,37
5980,Central,Illinois,M,medium,47
5981,Eastern,Florida,M,medium,37
5982,Eastern,North Carolina,F,young,22
5983,Central,Minnesota,F,medium,52
5984,Central,Tennessee,F,young,29
5985,Central,Nebraska,M,medium,42
5986,Eastern,New York,F,young,23
5987,Eastern,Maryland,F,medium,47
5988,Eastern,Rhode Island,F,young,18
5989,Eastern,Florida,F,medium,50
5990,Mountain,Colorado,F,young,21
5991,Mountain,Colorado,M,medium,44
5992,Eastern,New Jersey,M,old,63
5993,Central,Texas,F,young,20
5994,Pacific,California,F,medium,56
5995,Mountain,Idaho,M,young,24
5996,Mountain,Arizona,F,old,75
5997,Pacific,Washington,F,medium,44
5998,Eastern,Indiana,M,medium,39
5999,Central,Illinois,F,young,24
6000,Eastern,New York,M,medium,34
6001,Central,Louisiana,M,medium,32
6002,Mountain,Colorado,M,medium,50
6003,Central,Arkansas,M,young,27
6004,Eastern,West Virginia,F,medium,39
6005,Mountain,Utah,M,medium,42
6006,Eastern,Georgia,M,medium,34
6007,Eastern,Georgia,M,medium,40
6008,Eastern,Georgia,M,medium,45
6009,Eastern,North Carolina,F,medium,39
6010,Central,Texas,M,medium,57
6011,Eastern,New York,M,old,70
6012,Mountain,Arizona,M,medium,55
6013,Eastern,New Jersey,F,medium,36
6014,Eastern,Virginia,M,medium,43
6015,Central,Texas,M,medium,53
6016,Central,Texas,M,medium,33
6017,Central,Missouri,F,young,20
6018,Central,Tennessee,F,medium,43
6019,Central,Iowa,M,medium,34
6020,Pacific,California,M,old,74
6021,Central,Mississippi,F,medium,34
6022,Mountain,Arizona,F,old,63
6023,Mountain,Colorado,M,medium,50
6024,Central,Alabama,F,medium,49
6025,Mountain,Arizona,F,medium,33
6026,Central,Missouri,M,young,19
6027,Pacific,Oregon,M,medium,45
6028,Central,Minnesota,M,medium,31
6029,Eastern,New Jersey,M,medium,44
6030,Central,Texas,F,young,24
6031,Eastern,Virginia,M,medium,39
6032,Mountain,Colorado,F,medium,33
6033,Eastern,Indiana,M,medium,36
6034,Pacific,California,M,young,24
6035,Eastern,Ohio,M,medium,53
6036,Eastern,North Carolina,F,young,28
6037,Central,Missouri,F,medium,60
6038,Eastern,North Carolina,M,medium,35
6039,Mountain,Arizona,F,medium,35
6040,Eastern,Virginia,F,medium,41
6041,Central,Illinois,M,medium,50
6042,Central,Tennessee,M,young,19
6043,Mountain,Montana,F,medium,47
6044,Pacific,Washington,M,medium,34
6045,Central,Oklahoma,M,medium,37
6046,Eastern,Ohio,F,old,61
6047,Eastern,Delaware,F,medium,32
6048,Eastern,Rhode Island,F,young,22
6049,Pacific,Oregon,F,medium,40
6050,Mountain,New Mexico,F,medium,51
6051,Eastern,Indiana,M,medium,35
6052,Eastern,Michigan,M,medium,40
6053,Eastern,Florida,F,young,29
6054,Pacific,California,M,,30
6055,Central,Kansas,M,young,27
6056,Central,Tennessee,M,young,20
6057,Central,Tennessee,M,young,21
6058,Eastern,Maryland,M,medium,32
6059,Eastern,Ohio,M,medium,52
6060,Central,Texas,F,young,20
6061,Pacific,California,M,medium,32
6062,Mountain,New Mexico,M,young,26
6063,Central,Oklahoma,F,medium,42
6064,Central,Texas,M,young,27
6065,Eastern,Indiana,M,young,22
6066,Eastern,Pennsylvania,F,young,20
6067,Pacific,California,M,medium,58
6068,Eastern,Georgia,M,medium,42
6069,Central,Nebraska,M,medium,47
6070,Eastern,Connecticut,M,young,29
6071,Eastern,Ohio,M,medium,37
6072,Central,South Dakota,M,young,19
6073,Central,Texas,F,medium,60
6074,Mountain,Utah,M,medium,34
6075,Eastern,New York,F,medium,37
6076,Eastern,New York,M,medium,39
6077,Eastern,Florida,F,medium,54
6078,Mountain,Colorado,M,young,20
6079,Mountain,Utah,M,medium,36
6080,Eastern,New Hampshire,F,medium,48
6081,Mountain,Arizona,F,medium,51
6082,Mountain,Arizona,F,medium,46
6083,Central,Tennessee,F,medium,32
6084,Eastern,Florida,M,medium,57
6085,Eastern,West Virginia,M,medium,38
6086,Eastern,Ohio,M,,30
6087,Pacific,California,M,medium,59
6088,Eastern,Georgia,F,medium,39
6089,Central,Tennessee,F,old,65
6090,Eastern,Indiana,F,young,25
6091,Eastern,Massachusetts,F,young,29
6092,Central,Nebraska,F,young,18
6093,Eastern,Florida,M,medium,48
6094,Eastern,Pennsylvania,M,medium,39
6095,Mountain,Colorado,M,medium,55
6096,Eastern,Delaware,F,medium,36
6097,Pacific,California,F,medium,51
6098,Central,Arkansas,M,medium,42
6099,Mountain,Utah,M,medium,51
6100,Eastern,Pennsylvania,F,medium,49
6101,Eastern,Pennsylvania,M,medium,59
6102,Eastern,Pennsylvania,F,young,22
6103,Eastern,New Jersey,M,medium,36
6104,Central,Louisiana,M,young,28
6105,Central,Texas,M,medium,43
6106,Central,Minnesota,F,medium,32
6107,Central,Missouri,M,medium,31
6108,Central,Illinois,M,old,67
6109,Eastern,New York,M,medium,60
6110,Eastern,New Jersey,F,young,22
6111,Pacific,California,F,medium,41
6112,Eastern,North Carolina,M,medium,45
6113,Eastern,Ohio,F,medium,41
6114,Eastern,Maryland,M,old,62
6115,Eastern,New York,M,medium,43
6116,Eastern,Virginia,M,medium,57
6117,Central,Wisconsin,M,medium,58
6118,Eastern,Ohio,M,medium,52
6119,Eastern,New Jersey,M,medium,37
6120,Central,Arkansas,M,medium,34
6121,Pacific,California,M,medium,33
6122,Eastern,North Carolina,M,medium,33
6123,Pacific,California,F,young,21
6124,Mountain,Arizona,F,young,19
6125,Central,Wisconsin,F,medium,51
6126,Eastern,New Jersey,F,young,21
6127,Mountain,Utah,M,medium,56
6128,Eastern,New York,F,young,17
6129,Eastern,New Hampshire,M,medium,50
6130,Mountain,Arizona,M,medium,46
6131,Central,Mississippi,M,medium,34
6132,Mountain,Arizona,M,young,28
6133,Eastern,Michigan,M,medium,50
6134,Mountain,Montana,F,medium,60
6135,Central,Texas,M,medium,40
6136,Central,South Dakota,F,young,22
6137,Central,Alabama,F,medium,47
6138,Eastern,West Virginia,M,medium,44
6139,Central,Alabama,M,medium,35
6140,Eastern,North Carolina,M,young,22
6141,Eastern,North Carolina,M,medium,31
6142,Eastern,Massachusetts,F,medium,57
6143,Central,Alabama,M,medium,35
6144,Eastern,New Jersey,F,medium,51
6145,Eastern,Florida,F,old,66
6146,Mountain,Colorado,F,young,26
6147,Eastern,Kentucky,F,medium,55
6148,Eastern,Indiana,M,medium,34
6149,Mountain,Utah,M,medium,41
6150,Central,Texas,F,young,28
6151,Eastern,Pennsylvania,F,medium,35
6152,Eastern,New Jersey,F,medium,40
6153,Eastern,Michigan,M,young,22
6154,Pacific,Washington,M,medium,50
6155,Eastern,Ohio,M,medium,38
6156,Central,Minnesota,M,medium,33
6157,Eastern,New York,F,old,64
6158,Eastern,New York,F,medium,53
6159,Central,Tennessee,F,old,72
6160,Eastern,Ohio,M,young,22
6161,Pacific,California,M,medium,48
6162,Mountain,Arizona,F,medium,38
6163,Eastern,Florida,M,medium,33
6164,Eastern,Georgia,F,young,24
6165,Eastern,Virginia,F,medium,39
6166,Central,Tennessee,F,medium,37
6167,Mountain,Arizona,F,young,28
6168,Eastern,Georgia,M,medium,52
6169,Central,South Dakota,F,medium,48
6170,Eastern,Massachusetts,M,young,26
6171,Mountain,Colorado,M,medium,57
6172,Central,Mississippi,M,medium,52
6173,Pacific,California,M,medium,46
6174,Central,Iowa,M,medium,33
6175,Central,Minnesota,M,young,21
6176,Mountain,New Mexico,M,young,24
6177,Eastern,New Jersey,M,young,29
6178,Pacific,California,M,medium,39
6179,Eastern,New Jersey,M,medium,46
6180,Pacific,Washington,M,medium,52
6181,Central,Alabama,F,medium,44
6182,Pacific,California,F,medium,46
6183,Mountain,New Mexico,F,medium,50
6184,Eastern,Florida,M,medium,41
6185,Eastern,Indiana,M,,30
6186,Eastern,Kentucky,M,medium,37
6187,Central,Illinois,M,medium,35
6188,Central,Illinois,M,medium,41
6189,Eastern,Pennsylvania,M,medium,55
6190,Eastern,New York,M,medium,45
6191,Eastern,Michigan,F,medium,51
6192,Central,Missouri,M,medium,31
6193,Central,Illinois,M,young,29
6194,Mountain,Arizona,M,medium,49
6195,Eastern,New Hampshire,M,medium,38
6196,Eastern,Ohio,M,medium,53
6197,Mountain,New Mexico,F,medium,33
6198,Central,Arkansas,M,medium,40
6199,Pacific,California,M,young,26
6200,Eastern,Florida,M,medium,43
6201,Eastern,Maryland,F,medium,35
6202,Mountain,New Mexico,M,young,29
6203,Eastern,Georgia,F,medium,36
6204,Eastern,New Jersey,M,medium,43
6205,Central,Illinois,M,medium,46
6206,Eastern,Georgia,M,young,28
6207,Central,Missouri,F,young,18
6208,Eastern,Michigan,M,medium,32
6209,Central,Texas,M,medium,52
6210,Eastern,Ohio,M,medium,50
6211,Eastern,Florida,M,young,29
6212,Eastern,Michigan,M,medium,42
6213,Central,Texas,M,medium,50
6214,Eastern,Rhode Island,M,medium,45
6215,Eastern,New York,F,medium,38
6216,Mountain,Arizona,M,medium,39
6217,Mountain,Arizona,M,young,27
6218,Central,Minnesota,M,medium,43
6219,Eastern,Georgia,F,medium,44
6220,Eastern,New Hampshire,M,young,17
6221,Eastern,New Jersey,F,medium,38
6222,Eastern,New Jersey,F,medium,35
6223,Pacific,Oregon,M,medium,36
6224,Eastern,North Carolina,F,medium,53
6225,Central,Tennessee,F,young,19
6226,Central,Wisconsin,M,medium,40
6227,Pacific,California,M,medium,37
6228,Central,Texas,M,young,20
6229,Eastern,Florida,F,young,29
6230,Mountain,Utah,F,medium,43
6231,Eastern,Michigan,F,medium,39
6232,Eastern,Maryland,F,old,62
6233,Eastern,Virginia,M,medium,38
6234,Eastern,Ohio,M,medium,36
6235,Eastern,New Jersey,F,medium,33
6236,Central,Oklahoma,F,old,61
6237,Pacific,Oregon,F,medium,39
6238,Mountain,Arizona,M,medium,38
6239,Eastern,Florida,F,young,24
6240,Eastern,Florida,M,,30
6241,Eastern,Florida,M,medium,38
6242,Central,Wisconsin,F,medium,31
6243,Eastern,Virginia,M,old,66
6244,Central,Kansas,M,young,23
6245,Mountain,Arizona,F,medium,41
6246,Central,Texas,M,young,28
6247,Eastern,Michigan,M,young,23
6248,Eastern,Georgia,F,medium,33
6249,Central,Illinois,M,medium,38
6250,Eastern,Rhode Island,F,medium,41
6251,Central,Wisconsin,F,young,27
6252,Eastern,New York,F,medium,47
6253,Eastern,Indiana,M,young,18
6254,Pacific,Washington,M,medium,38
6255,Eastern,Florida,M,medium,37
6256,Pacific,Washington,M,medium,38
6257,Central,Illinois,M,medium,40
6258,Eastern,Georgia,M,medium,48
6259,Eastern,Indiana,M,medium,35
6260,Central,Alabama,M,medium,51
6261,Eastern,Michigan,M,medium,44
6262,Mountain,Arizona,F,old,67
6263,Eastern,New Jersey,F,medium,42
6264,Eastern,New Jersey,M,medium,46
6265,Central,Tennessee,F,medium,33
6266,Eastern,Florida,M,medium,45
6267,Eastern,New Jersey,M,young,28
6268,Mountain,Arizona,M,old,67
6269,Eastern,Ohio,M,medium,39
6270,Eastern,Kentucky,M,medium,41
6271,Mountain,Colorado,M,young,20
6272,Eastern,Pennsylvania,M,medium,36
6273,Eastern,Pennsylvania,M,medium,55
6274,Central,North Dakota,F,medium,34
6275,Mountain,New Mexico,F,old,62
6276,Eastern,Pennsylvania,M,medium,57
6277,Central,Minnesota,M,medium,35
6278,Mountain,Utah,M,medium,50
6279,Eastern,Kentucky,M,medium,38
6280,Central,Illinois,M,medium,45
6281,Pacific,California,M,medium,34
6282,Central,Iowa,M,medium,36
6283,Mountain,Arizona,M,,30
6284,Central,Kansas,F,medium,48
6285,Eastern,Florida,M,young,29
6286,Eastern,New York,F,young,25
6287,Eastern,Indiana,F,young,28
6288,Eastern,Virginia,M,medium,57
6289,Central,Mississippi,M,medium,36
6290,Central,Arkansas,F,,30
6291,Eastern,Georgia,M,medium,51
6292,Eastern,Virginia,F,medium,38
6293,Central,Tennessee,M,young,29
6294,Eastern,New York,M,medium,39
6295,Central,Missouri,M,medium,32
6296,Mountain,Idaho,M,medium,37
6297,Eastern,Kentucky,F,young,28
6298,Mountain,New Mexico,F,young,21
6299,Pacific,Washington,F,young,21
6300,Eastern,New York,F,medium,49
6301,Central,Wisconsin,M,young,27
6302,Mountain,Montana,F,medium,31
6303,Central,Kansas,F,medium,37
6304,Eastern,Indiana,M,medium,37
6305,Central,North Dakota,M,young,17
6306,Eastern,Michigan,M,medium,35
6307,Mountain,Arizona,F,medium,40
6308,Eastern,Michigan,M,medium,34
6309,Central,Texas,F,medium,34
6310,Central,Alabama,F,young,29
6311,Pacific,California,F,old,65
6312,Central,South Dakota,M,young,27
6313,Central,Texas,M,medium,40
6314,Mountain,Arizona,M,medium,47
6315,Central,Alabama,M,young,25
6316,Eastern,Florida,M,medium,49
6317,Pacific,California,M,young,26
6318,Eastern,North Carolina,F,young,17
6319,Eastern,Ohio,M,medium,37
6320,Eastern,Virginia,M,young,20
6321,Eastern,New York,F,young,23
6322,Pacific,California,M,medium,37
6323,Central,Tennessee,M,,30
6324,Central,Missouri,F,young,18
6325,Mountain,Arizona,M,medium,46
6326,Mountain,Colorado,M,young,22
6327,Central,Louisiana,F,,30
6328,Eastern,Maryland,F,medium,57
6329,Eastern,Pennsylvania,M,old,90
6330,Mountain,Arizona,F,medium,57
6331,Eastern,New York,F,medium,33
6332,Mountain,Arizona,F,young,23
6333,Central,Tennessee,F,young,29
6334,Central,Louisiana,M,medium,39
6335,Central,Texas,M,old,65
6336,Pacific,California,M,medium,46
6337,Eastern,Ohio,F,medium,38
6338,Eastern,Florida,M,medium,54
6339,Mountain,Utah,M,medium,55
6340,Eastern,Pennsylvania,M,young,17
6341,Eastern,Ohio,F,medium,43
6342,Eastern,South Carolina,F,medium,55
6343,Pacific,California,M,medium,34
6344,Eastern,Michigan,F,medium,54
6345,Eastern,New York,F,medium,57
6346,Pacific,California,F,medium,41
6347,Central,Iowa,M,medium,57
6348,Central,Texas,M,young,28
6349,Mountain,Arizona,M,medium,49
6350,Eastern,New York,F,medium,53
6351,Central,Minnesota,F,young,24
6352,Eastern,Georgia,F,medium,31
6353,Mountain,Arizona,F,medium,40
6354,Eastern,New Jersey,F,young,18
6355,Eastern,Florida,M,medium,40
6356,Central,Texas,M,young,18
6357,Central,Alabama,M,medium,50
6358,Eastern,Florida,M,medium,33
6359,Eastern,Delaware,M,young,27
6360,Mountain,Colorado,M,medium,36
6361,Central,Texas,M,medium,46
6362,Central,Arkansas,F,young,26
6363,Eastern,Ohio,M,medium,33
6364,Central,Texas,M,medium,41
6365,Pacific,California,F,young,26
6366,Central,Texas,F,young,26
6367,Central,Minnesota,F,young,17
6368,Central,Missouri,M,young,23
6369,Central,Illinois,M,young,22
6370,Eastern,Georgia,M,medium,44
6371,Pacific,California,F,medium,55
6372,Mountain,New Mexico,M,medium,36
6373,Eastern,Pennsylvania,F,young,28
6374,Central,Illinois,M,medium,35
6375,Mountain,Idaho,F,medium,45
6376,Eastern,Florida,F,medium,31
6377,Central,Wisconsin,F,young,21
6378,Eastern,Massachusetts,M,medium,43
6379,Central,Louisiana,M,young,21
6380,Eastern,North Carolina,M,medium,32
6381,Central,Illinois,F,young,20
6382,Central,Tennessee,M,young,29
6383,Pacific,California,M,medium,36
6384,Eastern,Florida,F,medium,45
6385,Central,Wisconsin,F,young,29
6386,Central,Louisiana,F,medium,31
6387,Eastern,New York,M,medium,48
6388,Eastern,Pennsylvania,F,young,29
6389,Eastern,Michigan,F,young,19
6390,Eastern,North Carolina,M,medium,33
6391,Central,Texas,M,young,27
6392,Eastern,New York,F,medium,33
6393,Central,Texas,M,young,27
6394,Eastern,Florida,M,medium,56
6395,Eastern,Maryland,M,young,29
6396,Central,Texas,M,medium,36
6397,Eastern,Pennsylvania,M,medium,42
6398,Central,Illinois,M,medium,33
6399,Central,Iowa,M,young,23
6400,Mountain,Arizona,F,young,18
6401,Central,Alabama,M,old,68
6402,Pacific,California,F,young,29
6403,Mountain,Utah,M,medium,37
6404,Eastern,Maryland,F,medium,59
6405,Eastern,Kentucky,F,medium,57
6406,Central,Missouri,M,medium,60
6407,Central,Kansas,M,medium,50
6408,Mountain,Montana,M,young,26
6409,Central,Wisconsin,F,medium,54
6410,Central,North Dakota,F,medium,43
6411,Central,Tennessee,M,medium,38
6412,Central,Minnesota,M,,30
6413,Pacific,California,M,medium,33
6414,Eastern,Florida,F,medium,42
6415,Central,Texas,M,young,25
6416,Eastern,Virginia,M,medium,34
6417,Mountain,Utah,M,young,29
6418,Eastern,North Carolina,M,medium,59
6419,Central,Minnesota,F,medium,31
6420,Eastern,Florida,F,old,61
6421,Central,Texas,M,medium,43
